SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
600728.SH,600728,佳都科技,10004038,通用,2014-12-31 00:00:00,年报,2014年报,058001001,2015-03-25 00:00:00,2016-03-22 00:00:00,CNY,2264804441.38,7.0618713012,2264804441.38,7.0618713012,,,,,,,,,,,2161593750.26,5.0577913548,1849979838.16,3.7229840015,,,,,,,,,,,,,,,,,,,5573354.85,11.3738516929,160186446.47,6.0994410263,125289791.76,26.6097980912,,,13766957.14,-1.2231806881,,,,,6797361.88,33.9636876474,,,,,,,2550063.44,-36.4811722337,,,,,,,,,,,,,,,,,0.0,,105760754.56,70.8495782745,30750034.2,-24.4814621514,140132.46,125.1571999632,3763892.15,718.6891623548,94050.78,-48.3330104059,,,0.0,,132746896.61,29.938120377,10681744.82,138.2995068338,,,,,,,122065151.79,24.9654257957,,,,,,,114821440.88,26.2660521845,7243710.91,7.4252405124,91037692.29,657.9099319114,,,,,0.2298,26.2637362637,0.2298,26.2637362637,100026.77,129.1510779282,100026.77,129.1510779282,,,,,,,,,,,,,,,,,,,,,100026.77,129.1510779282,,,,,,,,,,,,,,,100026.77,129.1510779282,,,,,,,,,122165178.56,25.5087227251,114921467.65,26.8547141268,7243710.91,7.4252405124,,,,,,,,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2013-12-31 00:00:00,年报,2013年报,058001001,2014-04-15 00:00:00,2015-03-25 00:00:00,CNY,2115416453.92,31.4646400186,2115416453.92,31.4646400186,,,,,,,,,,,2057528263.62,36.0322213283,1783577531.99,37.3170177287,,,,,,,,,,,,,,,,,,,5004186.14,-34.0170150471,150977653.53,28.5149601579,98957421.66,25.9174650436,,,13937437.18,57.4024817296,,,,,5074033.12,342.0720672959,,,,,,,4014657.59,12300.4632316876,,,,,,,,,,,,,,,,,0.0,,61902847.89,-35.8861317581,40718524.32,45.4158522158,62237.61,,459746.18,332.5412799283,182032.63,190.0830110191,,,0.0,,102161626.03,-17.907232555,4482487.17,41.8226169131,,,,,,,97679138.86,-19.4637520032,,,,,,,90936113.78,-25.0285327039,6743025.08,80714.0305908964,12011676.91,-67.1468843917,,,,,0.182,-28.3464566929,0.182,-28.3464566929,-343132.32,-8812.2037120728,-343132.32,,,,,,,,,,,,,,,,,,,,,,-343132.32,,,,,,,,,,,,,,,,-343132.32,,,,,,,,,,97336006.54,-19.7441162226,90592981.46,-25.3090542322,6743025.08,80714.0305908964,,,,,,,,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2012-12-31 00:00:00,年报,2012年报,058001001,2013-03-15 00:00:00,2014-04-15 00:00:00,CNY,1609114400.36,157.0115956369,1609114400.36,157.0115956369,,,,,,,,,,,1512530078.19,156.2902194729,1298875814.15,175.0109144218,,,,,,,,,,,,,,,,,,,7584055.41,15.8788592615,117478660.34,60.2218234687,78589115.2,109.5776112176,,,8854648.94,578.5094837828,,,,,1147784.15,-51.1083756091,,,,,,,-32905.78,96.0583214211,-874162.24,-4.7131104585,,,,,,,,,,,,,,,0.0,,96551416.39,175.1656030391,28001434.3,75.5096910005,,,106289.55,-88.8487935217,62751.91,511.9212279008,,,0.0,,124446561.14,148.4475971544,3160629.29,-5.6318284059,,,,,,,121285931.85,159.4883876441,,,,,,,121294296.43,159.5062834655,-8364.58,,36561758.87,0.8352598855,,,,,0.254,76.511466296,0.254,76.511466296,-3850.14,99.1303216058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121282081.71,161.9613549004,121290446.29,161.9794218455,-8364.58,,,,,,,,,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2011-12-31 00:00:00,年报,2011年报,058001001,2012-03-27 00:00:00,2013-03-15 00:00:00,CNY,626086304.15,17.3394256484,626086304.15,17.3394256484,,,,,,,,,,,590163011.8,16.4199230926,472299732.86,13.5749936422,,,,,,,,,,,0.0,,,,,,,,6544813.66,38.9515036274,73322508.63,21.6065586699,37498812.37,7.9648441664,,,-1850464.67,77.5571021562,,,,,2347608.95,666.4572380224,,,0.0,,,,-834816.42,-132.7680782236,-834816.42,-172.5613527684,,,,,,,,,,,,,,,0.0,,35088475.93,15.1134447212,15954352.23,-92.8444451708,,,953166.37,-26.3339095031,10254.9,-46.4173748385,0.0,,0.0,,50089661.79,-80.135157285,3349253.5,-7.1677608729,,,,,,,46740408.29,-81.1943474753,,,,,,,46740408.29,-80.8428094285,,,36258902.8,55.2363766248,,,,,0.1439,-80.8439829606,0.1439,-80.8439829606,-442708.48,-216.9534108173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46297699.81,-81.3619937846,46297699.81,-81.0133900165,,,,,,,,,,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2010-12-31 00:00:00,年报,2010年报,058001001,2011-03-11 00:00:00,2012-03-27 00:00:00,CNY,533568577.39,57.5318334428,533568577.39,57.5318334428,,,,,,,,,,,506926130.96,56.0106898745,415848346.29,72.2136817832,,,,,,,,,,,,,,,,,,,4710142.38,37.1077122713,60294863.56,16.0059300511,34732428.56,51.5374381575,,,-8245212.73,-251.5355061485,,,,,-414437.1,-31.9459553939,,,,,1291550.91,5.1694200358,2547651.45,205.2367006532,-306285.69,,,,,,,,,,,,,,,,,,30481648.79,142.2629919334,222964572.43,2571.8138967406,,,1293901.12,-26.1207904332,19138.48,-93.0393954951,,,,,252152320.1,1214.9548951076,3607855.99,18.3820365414,,,,,,,248544464.11,1441.06464974,,,,,,,243983626.49,1435.4525496837,4560837.62,1815.6183221619,23357220.51,285.8342804137,,,,,0.7512,1436.1963190184,0.7512,1436.1963190184,-139676.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248404787.91,1440.1986072996,243843950.29,1434.573530954,4560837.62,1815.6183221619,,,0.0,,,,0.0,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2009-12-31 00:00:00,年报,2009年报,058001001,2011-03-11 00:00:00,2011-03-11 00:00:00,CNY,338705241.81,222.807573806,338705241.81,222.807573806,,,,,,,,,,,324930382.25,115.4249904858,241472304.63,443.8465308962,,,,,,,,,,,,,,,,,,,3435359.18,76.7907021827,51975673.6,7.0012758718,22920031.5,-24.7028843963,,,5441109.44,-79.3756308387,,,,,-314096.1,65.406045933,,,,,1228066.97,178.0721335095,-2420877.35,-316.4455400885,,,,,,,,,,,,,,,,,,,12582049.18,127.1387295263,8345063.73,-87.3107583722,,,1751373.8,-79.0468271775,274954.28,958.0426342793,,,,,19175739.11,73.6242199412,3047638.05,3292.2986599238,,,,,,,16128101.06,44.7783068912,,,,,,,15890014.09,42.2785241651,238086.97,938.7862827509,6053692.4,113.9184620815,,,,,0.0489,-8.7686567164,0.0489,-8.7686567164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16128101.06,44.7783068912,15890014.09,42.2785241651,238086.97,938.7862827509,,,0.0,,,,0.0,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2008-12-31 00:00:00,年报,2008年报,058001001,2010-04-30 00:00:00,2010-04-30 00:00:00,CNY,104924812.58,-35.7616726893,104924812.58,-35.7616726893,,,,,,,,,,,150832260.23,-32.490798536,44400817.31,-53.9213979951,,,,,,,,,,,,,,,,,,,1943178.65,-5.0200407374,48574816.68,-4.127549324,30439454.84,38.1728380179,,,26381943.6,9.1762590729,,,,,-907950.85,-103.2243276277,,,,,-1572990.15,-235.8061948682,1118469.5,703.8060987154,,,,,,,,,,,,,,,,,,,-46361968.3,21.1404549603,65764873.7,486.9723789627,,,8358513.6,61.665877693,25987.07,,,,,,11044391.8,120.9345699726,-95468.45,-118.5932098762,,,,,,,11139860.25,120.9120021538,,,,,,,11168244.95,120.9921543546,-28384.7,58.3681918771,-43493974.87,28.343630344,,,,,0.0536,120.9702660407,0.0536,120.9702660407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11139860.25,,11168244.95,,-28384.7,,,,0.0,,,,0.0,,,,带解释性说明的无保留意见
600728.SH,600728,佳都科技,10004038,通用,2007-12-31 00:00:00,年报,2007年报,058001001,2009-04-30 00:00:00,2009-04-30 00:00:00,CNY,163336775.68,-2.7246173228,163336775.68,-2.7246173228,,,,,,,,,,,223424743.53,43.608548188,96358863.72,-6.7620443473,,,,,,,,,,,,,,,,,,,2045882.8,4.7909730323,50666084.3,20.9134540196,22029984.53,-18.5149707096,,,24164542.57,7.6922104317,,,,,28159385.61,168.5184695541,,,,,1158260.97,143.0658466854,139146.68,-73.5690444508,,,,,,,,,,,,,,,,,,,-58790560.2,-540.8508711172,11204083.2,-56.5414300715,,,5170239.83,-81.5608649975,,,,,,,-52756716.83,-576.2606754186,513458.68,217.6043811777,,,,,,,-53270175.51,-588.0182470805,,,,,,,-53201995.19,-587.4708212696,-68180.32,-4044.7072436936,-60697988.3,-380.74609622,,,,,-0.2556,-591.5384615385,-0.2556,-591.5384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,带解释性说明的无保留意见
600728.SH,600728,佳都科技,10004038,通用,2006-12-31 00:00:00,年报,2006年报,058001001,2008-04-29 00:00:00,2008-04-29 00:00:00,CNY,167911727.7,-20.3313464397,167911727.7,-20.3313464397,,,,,,,,,,,155579000.24,-54.1054599979,103347250.64,-36.0785709585,,,,,,,,,,,,,,,,,,,1952346.41,-20.2631205462,41902768.15,-27.2073840853,27035622.03,-72.7539937148,,,22438524.08,24.1554944419,,,,,-41097511.07,,,,,,476521.48,,526453.46,179.3865316963,486439.06,,,,,,,,,,,,,,,,,,13335702.4,110.3847580131,25781067.39,26220.2508895989,,,28039492.25,-87.8613801151,323956.13,,,,,,11077277.54,103.1421474836,161666.12,-77.6517417766,,,,,,,10915611.42,103.1373749595,,,,,,,10913883.02,103.1651677985,1728.4,100.0555817585,21620243.03,108.7869195691,,,,,0.052,103.1400966184,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保留意见
600728.SH,600728,佳都科技,10004038,通用,2005-12-31 00:00:00,年报,2005年报,058001001,2007-04-27 00:00:00,2007-04-27 00:00:00,CNY,210762602.6,-62.340288965,210762602.6,-62.340288965,,,,,,,,,,,338992394.81,-60.6009190829,161678567.25,-64.7146074436,,,,,,,,,,,,,,,,,,,2448486.1,-36.2127609658,57564586.22,-42.5059471965,99227834.52,-64.8858361271,,,18072920.72,15.4320473657,,,,,,,,,,,,,-663152.11,-477.5292920026,,,,,,,,,,,,,,,,,476833.1,-52.6020022475,-128416111.22,57.1754422858,97951.45,-66.9882403709,,,230994071.12,-26.556889249,,,,,6773796.66,-7.1733735643,-352538434.23,41.9013391002,723394.72,32.8118225049,,,0.0,,5340029.33,-22.6657889639,-347921799.62,42.054777749,,,,,,,-344812146.3,42.1228186101,-3109653.32,33.3689855431,-246050312.17,15.4002753962,,,,,-1.656,42.1383647799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无法表示意见
600728.SH,600728,佳都科技,10004038,通用,2004-12-31 00:00:00,年报,2004年报,058001001,2006-04-29 00:00:00,2006-04-29 00:00:00,CNY,559650079.11,-23.3087037917,559650079.11,-23.3087037917,,,,,,,,,,,860406859.55,21.0154091086,458202546.54,-16.6819817819,,,,,,,,,,,,,,,,,,,3838520.27,-10.2284222634,100122679.5,8.7954900317,282586351.42,410.982807667,,,15656761.82,65.8791945332,,,,,,,,,,,,,-114825.71,-283.2414246097,,,,,,,,,,,,,,,,,1006019.5,31.2671287398,-299865586.65,-1631.2171551269,296716.84,5.0665140934,,,314521088.17,34340.9287794565,,,,,7297256.1,39.2825456093,-606792701.88,-2608.2532802869,544676.45,-84.9255970355,,,0.0,,6905131.97,5128.5177924202,-600432246.36,-3037.3529537177,,,,,,,-595765270.56,-2782.8666663616,-4666975.8,-164.4142265064,-290840559.26,-1701.9877789014,,,,,-2.862,-2774.7663551402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保留意见
600728.SH,600728,佳都科技,10004038,通用,2003-12-31 00:00:00,年报,2003年报,058001001,2005-04-29 00:00:00,2005-04-29 00:00:00,CNY,729743930.25,47.0879387861,729743930.25,47.0879387861,,,,,,,,,,,710989506.12,49.7318697997,549944125.34,62.0240841466,,,,,,,,,,,,,,,,,,,4275874.8,29.7067513549,92028336.35,-0.6566780512,55302516.48,64.2841262003,,,9438653.15,62.0475230486,,,,,,,,,,,,,62663.62,102.9753869894,,,,,,,,,,,,,,,,,766391.03,-43.840375214,19583478.78,-4.6775055472,282408.57,40.8154653371,,,913218.95,52.0832786889,,,,,5239174.85,119.1737723237,24191843.25,7.3525670478,3613253.88,-1.2117078796,,,0.0,,-137319.43,-200.0,20441269.94,7.5024997498,,,,,,,22206294.41,10.6071107256,-1765024.47,-66.191834147,18154979.9,-1.5065911368,,,,,0.107,11.4583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2002-12-31 00:00:00,年报,2002年报,058001001,2004-03-27 00:00:00,2004-03-27 00:00:00,CNY,496127647.36,-15.8029919031,496127647.36,-15.8029919031,,,,,,,,,,,474841800.26,-15.0397163759,339421221.38,-19.8164181402,,,,,,,,,,,,,,,,,,,3296570.73,-38.2001996793,92636660.97,0.5955234432,33662726.74,11.4221144788,,,5824620.44,-26.8172087663,,,,,,,,,,,,,-2106066.21,-184.7072197253,,,,,,,,,,,,,,,,,1364665.51,0.8970467301,20544446.4,-39.9046842484,200552.24,-72.9678321334,,,600472.95,-50.5069968538,,,,,2390420.53,,22534946.22,-33.1606515043,3657572.98,-53.7260253944,,,0.0,,137319.43,,19014692.67,-26.330824462,,,,,,,20076733.1,-23.5912334774,-1062040.43,-128.6364595438,18432685.1,-42.3369800137,,,,,0.096,-28.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2001-12-31 00:00:00,年报,2001年报,058001001,2003-03-29 00:00:00,2003-03-29 00:00:00,CNY,589246172.25,-18.7573743401,589246172.25,-18.7573743401,,,,,,,,,,,558898558.25,-15.2559784776,423305137.42,-22.0242207247,,,,,,,,,,,,,,,,,,,5334274.08,-8.918914977,92088253.83,8.9405577236,30211890.07,77.4889030537,,,7959002.85,-13.8373044499,,,,,,,,,,,,,2486288.91,-31.6274416218,,,,,,,,,,,,,,,,,1352532.66,-13.131371078,34186435.57,-51.8306926475,741902.17,-83.7934496203,,,1213248.16,-89.4515668582,,,,,0.0,,33715089.58,-47.359249315,7904168.62,-5.2152507221,,,0.0,,,,25810920.96,-53.6678421203,,,,,,,26275431.49,-50.4962009482,-464510.53,-117.6564197895,31966215.27,-47.7550744133,,,,,0.135,-59.7014925373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
600728.SH,600728,佳都科技,10004038,通用,2000-12-31 00:00:00,年报,2000年报,058001001,2002-04-13 00:00:00,2002-04-13 00:00:00,CNY,725291886.45,18.6615872773,725291886.45,18.6615872773,,,,,,,,,,,659513849.13,12.5528289861,542867466.48,-0.036238862,,,,,,,,,,,,,,,,,,,5856621.14,278.145159812,84530734.7,156.934538717,17021847.31,64.9395974478,,,9237179.5,593.0606281178,,,,,,,,,,,,,3636384.2,-57.7200025114,,,,,,,,,,,,,,,,,1556986.31,-63.7960522682,70971407.83,85.9392489727,4577792.02,-64.8218873794,,,11501690.76,369.0458623941,,,,,0.0,,64047509.09,31.4329582213,8339072.14,657.4793434699,,,0.0,,,,55708436.95,16.9625938591,,,,,,,53077606.15,12.3084945365,2630830.8,613.481126085,61185301.56,71.9868966065,,,,,0.335,34.5381526104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保留意见
600728.SH,600728,佳都科技,10004038,通用,1999-12-31 00:00:00,年报,1999年报,058001001,2001-04-05 00:00:00,2001-04-05 00:00:00,CNY,611227190.78,61.6129126374,611227190.78,61.6129126374,,,,,,,,,,,585959371.32,71.9156556125,543064266.79,75.4104261431,,,,,,,,,,,,,,,,,,,1548775.91,307.8909667943,32899716.45,111.5861662077,10320049.02,-22.4736303889,,,-1873436.85,-193.4664247956,,,,,,,,,,,,,8600720.0,1792.2567593407,,,,,,,,,,,,,,,,,4300598.16,-27.4988193097,38169137.62,-10.7921711804,13013182.57,376.4272019033,,,2452146.3,140.6915991993,,,,,0.0,,48730173.89,9.5075432253,1100897.63,241.8802959884,,,0.0,,,,47629276.26,7.8137582688,,,,,,,47260544.6,6.9790962882,368731.66,,35575559.98,,,,,,0.249,-12.9370629371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保留意见
600728.SH,600728,佳都科技,10004038,通用,1998-12-31 00:00:00,年报,1998年报,058001001,2000-03-31 00:00:00,2000-03-31 00:00:00,CNY,378204427.36,-4.066356703,378204427.36,-4.066356703,,,,,,,,,,,340841192.87,-1.282403271,309596344.26,-0.8229208607,,,,,,,,,,,,,,,,,,,379703.41,-34.5824448045,15549086.71,3.0406911762,13311662.95,-14.91502694,,,2004395.54,12.1085113023,,,,,,,,,,,,,-508239.66,-157.6017946421,,,,,,,,,,,,,,,,,5931762.93,4464.8693942672,42786757.76,-14.3901700058,2731410.49,11.3210156699,,,1018791.81,74.2367439755,,,,,0.0,,44499376.44,-14.1729148207,322012.6,,,,0.0,,,,44177363.84,-14.7939887561,,,,,,,44177363.84,-14.7939887561,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600728.SH,600728,佳都科技,10004038,通用,1997-12-31 00:00:00,年报,1997年报,058001001,1998-03-18 00:00:00,1998-03-18 00:00:00,CNY,394235446.88,34.9474874339,394235446.88,34.9474874339,,,,,,,,,,,345268932.96,67.6313102021,312165216.95,66.852970918,,,,,,,,,,,,,,,,,,,580430.45,-47.70916821,15090239.14,247.7774401898,15645139.76,46.2833760294,,,1787906.66,-34.6309513413,,,,,,,,,,,,,882333.03,,,,,,,,,,,,,,,,,,129943.76,-97.5447261651,49978790.71,-45.3563283339,2453634.18,-17.3737315469,,,584716.97,213.9959961974,,,,,0.0,,51847707.92,-44.9870851229,,,,,0.0,,,,51847707.92,-35.1936049661,,,,,,,51847707.92,-35.4125349112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600728.SH,600728,佳都科技,10004038,通用,1996-12-31 00:00:00,年报,1996年报,058001001,1997-03-29 00:00:00,1997-03-29 00:00:00,CNY,292139894.1,15.3714307986,292139894.1,15.3714307986,,,,,,,,,,,205969238.41,14.2751013139,187089996.2,13.148804903,,,,,,,,,,,,,,,,,,,1110004.24,335.1981935972,4339050.61,39.8677673509,10695090.71,45.9671048347,,,2735096.65,-34.9843627467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292434.52,1364.4182147933,91463090.21,24.7137401425,2969557.05,31496.0743735702,,,186217.97,-92.3703796982,,,,,0.0,,94246429.29,32.9153676094,14242429.85,-39.7449441288,,,0.0,,,,80003999.44,69.2483019901,,,,,,,80275186.29,68.8303074906,-271186.85,2.3312028834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600728.SH,600728,佳都科技,10004038,通用,1995-12-31 00:00:00,年报,1995年报,058001001,1996-07-13 00:00:00,1996-07-13 00:00:00,CNY,253216842.4,83.1314232408,253216842.4,83.1314232408,,,,,,,,,,,180239821.31,70.1385661973,165348627.73,78.6836202786,,,,,,,,,,,,,,,,,,,255057.18,223.5351803685,3102252.0,19.4274912503,7327055.45,30.362126005,,,4206828.95,-17.5617348334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361401.85,,73338422.94,126.8188121131,9398.5,,,,2440723.95,1423.7572887662,,,,,0.0,,70907097.49,120.3910870533,23636904.23,118.8965445583,,,0.0,,,,47270193.26,121.1460955792,,,,,,,47547852.92,120.2648997689,-277659.66,-31.2372560367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
